rank,id,asset_id,attributes/0/traitType,attributes/0/value,attributes/0/percentage,attributes/1/traitType,attributes/1/value,attributes/1/percentage,attributes/2/traitType,attributes/2/value,attributes/2/percentage,attributes/3/traitType,attributes/3/value,attributes/3/percentage,attributes/4/traitType,attributes/4/value,attributes/4/percentage,attributes/5/traitType,attributes/5/value,attributes/5/percentage,attributes/6/traitType,attributes/6/value,attributes/6/percentage,attributes/7/traitType,attributes/7/value,attributes/7/percentage,attributes/8/traitType,attributes/8/value,attributes/8/percentage,score,attributes/9/traitType,attributes/9/value,attributes/9/percentage
35,9281,e311524eda1c23eb17b6c49e4ebd91a8,Attack,15,0.53,Barrel,Tesla,0.37,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Light Camo,5.36,Defense,10,22.66,Energy Type,HyperLight - Focused,15.74,Grip,Carved,6.94,Weapon Type,Blaster,7.04,529.338269019436,,,
9394,9282,fffb201d8dff3bded6c8d9f1d63ab882,Attack,10,28.78,Barrel,Ironside - Sidearm,4.39,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Light Camo,5.36,Defense,9,30.42,Energy Type,AntiMatter,13.39,Grip,Recurved,4.07,Weapon Type,Sidearm,16.94,94.73983809386426,,,
1768,9283,33f2abb5d7924101a6e329d467d38fd3,Attack,11,26.75,Barrel,Rampage,1.10,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Rusty,5.91,Defense,10,22.66,Energy Type,HyperLight,20.07,Grip,Arch,7.06,Stock,Marksman,3.64,181.27741712590748,Weapon Type,SMG,15.81
2532,9284,1b940f3d0e902b7587c03f01691a63a2,Attack,10,28.78,Blade,Straight Edge,3.31,Category,Bladed,50.00,Color Scheme,Midnight Blue,6.35,Defense,11,11.74,Energy Type,Helios - Charged,10.13,Handle,Helix,2.05,Pomel,Omni,2.85,Weapon Type,Sword,16.20,159.864749507034,,,
9505,9285,f90216a12f7b8c40f6f5169604588bde,Attack,11,26.75,Barrel,Brute - Sidearm,3.22,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Army Green,5.81,Defense,9,30.42,Energy Type,AntiMatter,13.39,Grip,Hollow Glow,8.05,Weapon Type,Sidearm,16.94,93.43900805540504,,,
3911,9286,2abd050d3c912702c4a70fa8b85ef9bf,Attack,11,26.75,Barrel,Mustang,1.30,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Rubber,4.31,Defense,9,30.42,Energy Type,Helios,19.63,Grip,Carved,6.94,Weapon Type,Sidearm,16.94,139.5323393145326,,,
1424,9287,d78ecb36ec33e0422597ccb045a5955f,Attack,13,7.36,Barrel,Gauntlet,0.94,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Striped,5.23,Defense,11,11.74,Energy Type,Helios - Charged,10.13,Grip,Carved,6.94,Weapon Type,Blaster,7.04,194.694377434555,,,
6111,9288,034e57e9308331832b297b31c3cdff1f,Attack,10,28.78,Barrel,Brute - SMG,3.74,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Light Camo,5.36,Defense,11,11.74,Energy Type,Helios - Charged,10.13,Grip,Widow,7.87,Stock,Compact,4.30,118.14694038537324,Weapon Type,SMG,15.81
4557,9289,8f6bd16ca02edc55d868543418735793,Attack,11,26.75,Blade,Halberd,1.60,Category,Bladed,50.00,Color Scheme,Rubber,4.31,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Handle,Caged,7.89,Pomel,Link,9.40,Weapon Type,Axe,13.57,132.89604640710917,,,
839,9290,ff8d7e061b8f12dbe612373c501d2f23,Attack,11,26.75,Barrel,Front Line,2.13,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Chrome,0.84,Defense,10,22.66,Energy Type,HyperLight - Focused,15.74,Grip,Hollow Glow,8.05,Stock,Compact,4.30,231.104541387487,Weapon Type,SMG,15.81
4933,9291,8b2363067f346e65dd40eeb4b89fc3f3,Attack,12,16.48,Barrel,Ironside - Blaster,1.76,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Tech Panels,5.19,Defense,9,30.42,Energy Type,Helios - Charged,10.13,Grip,Hollow Glow,8.05,Weapon Type,Blaster,7.04,128.9149750919267,,,
7771,9292,a18f153b7d8838571cce3cf083453f18,Attack,10,28.78,Blade,Hatchet,3.25,Category,Bladed,50.00,Color Scheme,Striped,5.23,Defense,7,7.57,Energy Type,HyperLight - Focused,15.74,Handle,Encased,7.95,Pomel,Link,9.40,Weapon Type,Axe,13.57,105.51371558824376,,,
8745,9293,7c257acb79041e7c6968e5552b0520b1,Attack,10,28.78,Blade,Vulture,3.15,Category,Bladed,50.00,Color Scheme,Army Green,5.81,Defense,9,30.42,Energy Type,Helios - Charged,10.13,Handle,Caged,7.89,Pomel,Spiral,7.28,Weapon Type,Knife,20.23,98.94503885734403,,,
8656,9294,2b6fe09575bc56a22785a96da237216a,Attack,10,28.78,Barrel,Ironside - Sidearm,4.39,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Sandstorm,5.70,Defense,7,7.57,Energy Type,Helios,19.63,Grip,Recurved,4.07,Weapon Type,Sidearm,16.94,99.55015789707488,,,
6293,9295,e7d4772fa9aa8c00740a3d683d9600a0,Attack,10,28.78,Blade,Vulture,3.15,Category,Bladed,50.00,Color Scheme,Sandstorm,5.70,Defense,7,7.57,Energy Type,Helios,19.63,Handle,Bolstered,3.60,Pomel,Link,9.40,Weapon Type,Knife,20.23,116.42803907562009,,,
2875,9296,988d2bdb82fcd4e76250041743194d69,Attack,11,26.75,Barrel,Brute - SMG,3.74,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Dark Camo,5.21,Defense,12,4.18,Energy Type,AntiMatter - Dark,5.73,Grip,Recurved,4.07,Stock,Compact,4.30,153.79720487273485,Weapon Type,SMG,15.81
4145,9297,30dda3e075c071795e6d1722ef7ebbda,Attack,11,26.75,Barrel,Brute - SMG,3.74,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Rusty,5.91,Defense,10,22.66,Energy Type,Helios,19.63,Grip,Recurved,4.07,Stock,Shock Absorber,3.64,137.07370854505177,Weapon Type,SMG,15.81
8648,9298,9c27ef227a9bca18bd91de9170e9a65e,Attack,9,14.61,Blade,Battle Axe,2.96,Category,Bladed,50.00,Color Scheme,Rusty,5.91,Defense,8,22.62,Energy Type,HyperLight,20.07,Handle,Caged,7.89,Pomel,Link,9.40,Weapon Type,Axe,13.57,99.63407791038256,,,
7099,9299,16a84abea3772c11b2450a6980d67005,Attack,10,28.78,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Rusty,5.91,Defense,10,22.66,Energy Type,Helios - Charged,10.13,Handle,Tusk,4.52,Pomel,Orical,7.42,Weapon Type,Sword,16.20,110.60800301029056,,,
1579,9300,a0f2f3e4e0a47e4d3dd46b1c415d927a,Attack,12,16.48,Blade,Halberd,1.60,Category,Bladed,50.00,Color Scheme,Hex Tile,3.90,Defense,9,30.42,Energy Type,Helios,19.63,Handle,Helix,2.05,Pomel,Beacon,3.71,Weapon Type,Axe,13.57,187.694403750538,,,
4474,9301,0d37ca9473f6398bbe870eb51067a81b,Attack,12,16.48,Blade,Guillotine,1.58,Category,Bladed,50.00,Color Scheme,Rusty,5.91,Defense,10,22.66,Energy Type,AntiMatter,13.39,Handle,Caged,7.89,Pomel,Orical,7.42,Weapon Type,Axe,13.57,133.68145367549954,,,
5006,9302,f1eadc1024f298c8aa0c63afd142ee32,Attack,11,26.75,Barrel,Brute - SMG,3.74,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Hex Tile,3.90,Defense,11,11.74,Energy Type,Valorite,10.09,Grip,Widow,7.87,Stock,Shock Absorber,3.64,128.02524449641191,Weapon Type,SMG,15.81
7469,9303,78e40d3b6202635b9f077008880205f4,Attack,10,28.78,Barrel,Warhawk - SMG,4.30,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Scratched White Paint,5.66,Defense,10,22.66,Energy Type,Valorite,10.09,Grip,Hollow Glow,8.05,Stock,Compact,4.30,107.70056834976114,Weapon Type,SMG,15.81
1242,9304,af8027e9898e41b4e4b5091ae7d4d2f3,Attack,10,28.78,Barrel,Warhawk - Rifle,2.58,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Damascus,2.92,Defense,7,7.57,Energy Type,Helios,19.63,Grip,Recurved,4.07,Stock,Torus,1.50,202.79131847282233,Weapon Type,Rifle,10.21
7416,9305,eadeb882b7115df2e90b69fd236da134,Attack,9,14.61,Barrel,Warhawk - SMG,4.30,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Rusty,5.91,Defense,10,22.66,Energy Type,AntiMatter,13.39,Grip,Carved,6.94,Stock,Fixed Hollow,5.03,108.11794561874487,Weapon Type,SMG,15.81
2088,9306,beccc31e2f1adde0be5303400d39c8ce,Attack,10,28.78,Blade,Hollow Point,3.42,Category,Bladed,50.00,Color Scheme,Circuit Board,1.75,Defense,9,30.42,Energy Type,AntiMatter,13.39,Handle,Conical,7.86,Pomel,Gyroscope,1.98,Weapon Type,Knife,20.23,170.78367981066353,,,
216,9307,fe6148a459277f73454a7986fc214584,Attack,14,2.42,Blade,Reaper,0.44,Category,Bladed,50.00,Color Scheme,Army Green,5.81,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Handle,Caged,7.89,Pomel,Orical,7.42,Weapon Type,Axe,13.57,330.9678533488472,,,
5249,9308,3816b57ab5ad9f7520aa39539f645efb,Attack,11,26.75,Barrel,Brute - SMG,3.74,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Midnight Blue,6.35,Defense,10,22.66,Energy Type,Helios,19.63,Grip,Arch,7.06,Stock,Marksman,3.64,125.49554764683305,Weapon Type,SMG,15.81
4710,9309,958d2f8dbf7fd61c8c259ced73f5b206,Attack,8,2.94,Blade,Hollow Point,3.42,Category,Bladed,50.00,Color Scheme,Striped,5.23,Defense,7,7.57,Energy Type,HyperLight,20.07,Handle,Encased,7.95,Pomel,Goldberg,9.00,Weapon Type,Knife,20.23,131.1993122769466,,,
4490,9310,a0069dc3d9291f916693076fc40bdd71,Attack,8,2.94,Blade,Straight Edge,3.31,Category,Bladed,50.00,Color Scheme,Silver Panels,3.76,Defense,9,30.42,Energy Type,HyperLight,20.07,Handle,Encased,7.95,Pomel,Spiral,7.28,Weapon Type,Sword,16.20,133.5784220961949,,,
4824,9311,7973328714080808768ebe2c0ee4eb94,Attack,10,28.78,Barrel,Brute - SMG,3.74,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Silver Panels,3.76,Defense,10,22.66,Energy Type,AntiMatter,13.39,Grip,Serrated,4.85,Stock,Shock Absorber,3.64,130.08098956063654,Weapon Type,SMG,15.81
191,9312,45ad3bfa37758ad49f361ecc36ecf3ae,Attack,11,26.75,Barrel,Ironside - SMG,3.94,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Irridescent Black,0.85,Defense,10,22.66,Energy Type,Helios,19.63,Grip,Coffin,0.99,Stock,Torus,1.50,338.875931842978,Weapon Type,SMG,15.81
821,9313,dfc4f8fcb61dc94a094fd5e27ef777fc,Attack,12,16.48,Blade,Poseidon,0.72,Category,Bladed,50.00,Color Scheme,Gold Plated,2.22,Defense,10,22.66,Energy Type,AntiMatter,13.39,Handle,Conical,7.86,Pomel,Goldberg,9.00,Weapon Type,Knife,20.23,232.66012881354143,,,
561,9314,7b860aba1b1ada0264c6250c74124813,Attack,12,16.48,Blade,Crown's Enforcer,0.60,Category,Bladed,50.00,Color Scheme,Damascus,2.92,Defense,10,22.66,Energy Type,HyperLight - Focused,15.74,Handle,Tusk,4.52,Pomel,Icosa,8.33,Weapon Type,Axe,13.57,261.24539847578,,,
7571,9315,98be31a1c38ee6771ff8c627306c7dbd,Attack,11,26.75,Blade,Rose Thorn,3.05,Category,Bladed,50.00,Color Scheme,Silver Panels,3.76,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Handle,Caged,7.89,Pomel,Orical,7.42,Weapon Type,Knife,20.23,106.98956823634427,,,
5898,9316,7aa323670771ff129399c8fb1a1a0376,Attack,10,28.78,Barrel,Ironside - Sidearm,4.39,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Scratched White Paint,5.66,Defense,10,22.66,Energy Type,AntiMatter,13.39,Grip,Flintlock,2.02,Weapon Type,Sidearm,16.94,119.81164380981812,,,
8740,9317,5ff73b6adf21d68ee0da5a283fc14294,Attack,10,28.78,Barrel,Brute - Sidearm,3.22,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Midnight Blue,6.35,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Grip,Recurved,4.07,Weapon Type,Sidearm,16.94,98.992990769986,,,
3949,9318,a324275f52c568c327af13f6e567ee1e,Attack,11,26.75,Barrel,Front Line,2.13,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Light Camo,5.36,Defense,9,30.42,Energy Type,Helios,19.63,Grip,Serrated,4.85,Stock,Shock Absorber,3.64,139.11626470799462,Weapon Type,SMG,15.81
5930,9319,d1f538fe335dd9e0e143d930e6e7d8f2,Attack,12,16.48,Barrel,Phaser,2.95,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Damascus,2.92,Defense,11,11.74,Energy Type,Valorite,10.09,Grip,Hollow Glow,8.05,Weapon Type,Sidearm,16.94,119.56773996699233,,,
6923,9320,bed60a1d5dc6336ec014102a2717e1e5,Attack,9,14.61,Blade,Vulture,3.15,Category,Bladed,50.00,Color Scheme,Dark Camo,5.21,Defense,7,7.57,Energy Type,HyperLight,20.07,Handle,Charged,5.52,Pomel,Link,9.40,Weapon Type,Knife,20.23,111.67451097921166,,,
5392,9321,546c9659c507806c6dfd5ddac6e82594,Attack,10,28.78,Barrel,Warhawk - Sidearm,4.45,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Rubber,4.31,Defense,9,30.42,Energy Type,AntiMatter,13.39,Grip,Columnar,2.01,Weapon Type,Sidearm,16.94,124.15906386769299,,,
2598,9322,7d53581c9e843ea4515d1fae3d8ca278,Attack,11,26.75,Barrel,Front Line,2.13,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Ivory,6.16,Defense,10,22.66,Energy Type,HyperLight - Focused,15.74,Grip,Hollow Glow,8.05,Stock,Scythe,1.86,158.79831548036083,Weapon Type,SMG,15.81
6888,9323,259982d9f086585d7a2887c04e98dbfe,Attack,11,26.75,Barrel,Brute - Sidearm,3.22,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Dark Camo,5.21,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Grip,Serrated,4.85,Weapon Type,Sidearm,16.94,111.95235209609511,,,
7827,9324,983dd180200f49a1ce932e81d68bd714,Attack,10,28.78,Blade,Twin Ultima,2.79,Category,Bladed,50.00,Color Scheme,Light Camo,5.36,Defense,10,22.66,Energy Type,Helios - Charged,10.13,Handle,Conical,7.86,Pomel,Icosa,8.33,Weapon Type,Sword,16.20,105.1586642028366,,,
9974,9325,20bdfabde226b30f9b8197db99002565,Attack,10,28.78,Barrel,Warhawk - Sidearm,4.45,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Midnight Blue,6.35,Defense,9,30.42,Energy Type,Valorite,10.09,Grip,Arch,7.06,Weapon Type,Sidearm,16.94,81.93530857486132,,,
1368,9326,7cf05a113559b03f9301eb3178eda9c8,Attack,11,26.75,Blade,Rose Thorn,3.05,Category,Bladed,50.00,Color Scheme,Irridescent Black,0.85,Defense,8,22.62,Energy Type,Helios,19.63,Handle,Caged,7.89,Pomel,Orical,7.42,Weapon Type,Knife,20.23,196.78188573138436,,,
8903,9327,ea22f224f9d10abae203ad9783414882,Attack,9,14.61,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Midnight Blue,6.35,Defense,10,22.66,Energy Type,AntiMatter,13.39,Handle,Encased,7.95,Pomel,Link,9.40,Weapon Type,Sword,16.20,98.01807559155483,,,
6368,9328,fb1ac8c2ea15373eef3f9b06976910f1,Attack,11,26.75,Barrel,Ironside - SMG,3.94,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Army Green,5.81,Defense,10,22.66,Energy Type,Valorite,10.09,Grip,Carved,6.94,Stock,Marksman,3.64,115.83658225820565,Weapon Type,SMG,15.81
5196,9329,34a4148be0a1cc70475f7afe0d625343,Attack,9,14.61,Barrel,Ironside - SMG,3.94,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Striped,5.23,Defense,8,22.62,Energy Type,HyperLight,20.07,Grip,Recurved,4.07,Stock,Marksman,3.64,126.0920111550454,Weapon Type,SMG,15.81
9280,9330,b688e34cf40eb1971356c419ff932b45,Attack,9,14.61,Blade,Ripper,3.22,Category,Bladed,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Handle,Caged,7.89,Pomel,Icosa,8.33,Weapon Type,Knife,20.23,95.66495576831488,,,
8355,9331,ed5455c8e2418cb280c1b8f13cd55e37,Attack,11,26.75,Blade,Hatchet,3.25,Category,Bladed,50.00,Color Scheme,Rusty,5.91,Defense,10,22.66,Energy Type,Valorite,10.09,Handle,Conical,7.86,Pomel,Spiral,7.28,Weapon Type,Axe,13.57,101.57999454427012,,,
486,9332,9f3918847e8a7e76c029a7e946fb6ba2,Attack,14,2.42,Blade,Poseidon,0.72,Category,Bladed,50.00,Color Scheme,Rusty,5.91,Defense,12,4.18,Energy Type,Valorite - Concentrated,5.15,Handle,Encased,7.95,Pomel,Icosa,8.33,Weapon Type,Knife,20.23,271.99916942102385,,,
5281,9333,0051af166963ec216c238ff057911466,Attack,11,26.75,Blade,Hatchet,3.25,Category,Bladed,50.00,Color Scheme,Rubber,4.31,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Handle,Ladder Grip,8.14,Pomel,Omni,2.85,Weapon Type,Axe,13.57,125.22543965785309,,,
9825,9334,e463961bbe36db508f63e29a9cdb6de4,Attack,9,14.61,Barrel,Warhawk - Sidearm,4.45,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Dark Camo,5.21,Defense,8,22.62,Energy Type,AntiMatter,13.39,Grip,Carved,6.94,Weapon Type,Sidearm,16.94,87.68705543241352,,,
9274,9335,a1e46e2b9adfb23c35bb73e3b6fe0cc7,Attack,11,26.75,Barrel,Phaser,2.95,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Ivory,6.16,Defense,8,22.62,Energy Type,HyperLight,20.07,Grip,Arch,7.06,Weapon Type,Sidearm,16.94,95.69327714581007,,,
7795,9336,b1512f59191923bf4cc1f434b04d6982,Attack,10,28.78,Blade,Vulture,3.15,Category,Bladed,50.00,Color Scheme,Luminescent,3.61,Defense,9,30.42,Energy Type,AntiMatter,13.39,Handle,Conical,7.86,Pomel,Icosa,8.33,Weapon Type,Knife,20.23,105.34767077261532,,,
9779,9337,c671c643e8b3d079d3c1c4e1c02164c8,Attack,11,26.75,Barrel,Phaser,2.95,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Ivory,6.16,Defense,8,22.62,Energy Type,Helios,19.63,Grip,Widow,7.87,Weapon Type,Sidearm,16.94,88.97029147462737,,,
5180,9338,e01eaf476589d7755a590f0ac9135224,Attack,11,26.75,Blade,The Butcher,2.76,Category,Bladed,50.00,Color Scheme,Tech Lines,3.96,Defense,10,22.66,Energy Type,Helios - Charged,10.13,Handle,Bolstered,3.60,Pomel,Icosa,8.33,Weapon Type,Knife,20.23,126.23319147556734,,,
7723,9339,deff1284e56e5b9ca6b06f164f3e3ec0,Attack,10,28.78,Barrel,Warhawk - SMG,4.30,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Scratched White Paint,5.66,Defense,10,22.66,Energy Type,Valorite,10.09,Grip,Arch,7.06,Stock,Circut,5.08,105.8717394669128,Weapon Type,SMG,15.81
6036,9340,6fd38e0a6ffdabd48edc732c55deea46,Attack,10,28.78,Blade,Maco,2.79,Category,Bladed,50.00,Color Scheme,Luminescent,3.61,Defense,11,11.74,Energy Type,Helios - Charged,10.13,Handle,Caged,7.89,Pomel,Spiral,7.28,Weapon Type,Knife,20.23,118.76100466862663,,,
6811,9341,5e81042fde686622be0002692a37b8d8,Attack,10,28.78,Barrel,Ironside - SMG,3.94,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Rubber,4.31,Defense,9,30.42,Energy Type,Helios - Charged,10.13,Grip,Arch,7.06,Stock,Fixed Hollow,5.03,112.56143798558203,Weapon Type,SMG,15.81
1815,9342,f4c095816d9a4a652e7c5d698e9cd584,Attack,11,26.75,Barrel,Brute - SMG,3.74,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Circuit Board,1.75,Defense,12,4.18,Energy Type,AntiMatter - Dark,5.73,Grip,Hollow Glow,8.05,Stock,Compact,4.30,179.59853972856357,Weapon Type,SMG,15.81
383,9343,578fa6f0db1c4274c3eb34d1acb66230,Attack,13,7.36,Barrel,Chimara,0.59,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Light Camo,5.36,Defense,12,4.18,Energy Type,Valorite,10.09,Grip,Widow,7.87,Stock,Marksman,3.64,289.0486889595092,Weapon Type,SMG,15.81
6345,9344,0275fc58025c2b3baa410a3afa972c99,Attack,11,26.75,Blade,Hatchet,3.25,Category,Bladed,50.00,Color Scheme,Luminescent,3.61,Defense,7,7.57,Energy Type,Helios,19.63,Handle,Caged,7.89,Pomel,Orical,7.42,Weapon Type,Axe,13.57,116.03321962187407,,,
2983,9345,1620ebabcecdc8a0b0c1404637ea922a,Attack,11,26.75,Blade,Wolf Fang,1.11,Category,Bladed,50.00,Color Scheme,Rusty,5.91,Defense,10,22.66,Energy Type,Helios,19.63,Handle,Caged,7.89,Pomel,Icosa,8.33,Weapon Type,Knife,20.23,151.87841467294814,,,
301,9346,cc53c2a290472c5e582fc0066bd2364d,Attack,13,7.36,Barrel,Chimara,0.59,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Light Camo,5.36,Defense,11,11.74,Energy Type,Helios - Charged,10.13,Grip,Widow,7.87,Stock,Scythe,1.86,305.2717529675209,Weapon Type,SMG,15.81
4128,9347,498b16c0e56dce6848f883c59e89476b,Attack,12,16.48,Barrel,Ironside - Blaster,1.76,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Light Camo,5.36,Defense,9,30.42,Energy Type,Helios,19.63,Grip,Recurved,4.07,Weapon Type,Blaster,7.04,137.29964397617562,,,
4870,9348,34fa394f60a3c765a27bf3fd9faf96e8,Attack,9,14.61,Blade,Ripper,3.22,Category,Bladed,50.00,Color Scheme,Rubber,4.31,Defense,9,30.42,Energy Type,HyperLight,20.07,Handle,Charged,5.52,Pomel,Omni,2.85,Weapon Type,Knife,20.23,129.5190708127437,,,
1032,9349,f884d7cc90eb53b24cbd5f6fa46257f4,Attack,12,16.48,Blade,Halberd,1.60,Category,Bladed,50.00,Color Scheme,Rusty,5.91,Defense,9,30.42,Energy Type,Helios,19.63,Handle,Chamber,0.97,Pomel,Link,9.40,Weapon Type,Axe,13.57,216.97026755782088,,,
9929,9350,c8bfacc019b85ebb70d2cad66e20c259,Attack,10,28.78,Barrel,Ironside - Sidearm,4.39,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,8,22.62,Energy Type,AntiMatter,13.39,Grip,Sheared,6.10,Weapon Type,Sidearm,16.94,83.91620971621276,,,
9640,9351,d8f2a664dd65e5933250e68c296d296e,Attack,10,28.78,Barrel,Warhawk - Sidearm,4.45,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Dark Camo,5.21,Defense,9,30.42,Energy Type,Valorite,10.09,Grip,Serrated,4.85,Weapon Type,Sidearm,16.94,91.83538579627181,,,
4662,9352,8f20fa39cb31c589f32de9d5c9896fb1,Attack,12,16.48,Blade,Broad Sword,1.49,Category,Bladed,50.00,Color Scheme,Ivory,6.16,Defense,9,30.42,Energy Type,Helios,19.63,Handle,Ladder Grip,8.14,Pomel,Orical,7.42,Weapon Type,Sword,16.20,131.7323165829767,,,
7889,9353,d24b1306248f4b24299ff5412b1ae483,Attack,10,28.78,Barrel,Ironside - SMG,3.94,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Dark Camo,5.21,Defense,9,30.42,Energy Type,AntiMatter,13.39,Grip,Widow,7.87,Stock,Fixed Hollow,5.03,104.69220574198786,Weapon Type,SMG,15.81
4701,9354,5c80372bb30eb4181c5dc247a0f253f0,Attack,8,2.94,Blade,Hollow Point,3.42,Category,Bladed,50.00,Color Scheme,Dark Camo,5.21,Defense,7,7.57,Energy Type,HyperLight,20.07,Handle,Encased,7.95,Pomel,Goldberg,9.00,Weapon Type,Knife,20.23,131.2727113513843,,,
1717,9355,330f7fe342ac82f43e48cf3bc2d7493a,Attack,13,7.36,Barrel,Scorpion,1.52,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Midnight Blue,6.35,Defense,10,22.66,Energy Type,Helios - Charged,10.13,Grip,Carved,6.94,Stock,Shock Absorber,3.64,182.8872415468208,Weapon Type,Rifle,10.21
6778,9356,1faadaa6bd21c1252b0b341121abb3fc,Attack,10,28.78,Blade,Twin Ultima,2.79,Category,Bladed,50.00,Color Scheme,Striped,5.23,Defense,10,22.66,Energy Type,Helios - Charged,10.13,Handle,Charged,5.52,Pomel,Spiral,7.28,Weapon Type,Sword,16.20,112.74716420998791,,,
5427,9357,f24c12ca02ba25853da3b43ff628126a,Attack,11,26.75,Barrel,Brute - SMG,3.74,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Luminescent,3.61,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Grip,Arch,7.06,Stock,Compact,4.30,123.91486529411496,Weapon Type,SMG,15.81
7737,9358,a6941dea0c8f3a5f2fe99bb16b74e667,Attack,10,28.78,Blade,Ripper,3.22,Category,Bladed,50.00,Color Scheme,Light Camo,5.36,Defense,10,22.66,Energy Type,AntiMatter - Dark,5.73,Handle,Caged,7.89,Pomel,Goldberg,9.00,Weapon Type,Knife,20.23,105.78085792122545,,,
3380,9359,b1c9e210cc81e89abcbb042d1baedad7,Attack,12,16.48,Blade,Hephaestus,1.28,Category,Bladed,50.00,Color Scheme,Striped,5.23,Defense,8,22.62,Energy Type,Helios,19.63,Handle,Conical,7.86,Pomel,Goldberg,9.00,Weapon Type,Axe,13.57,146.03148422983057,,,
5260,9360,6d84ede257411274400b5e337f9573d5,Attack,10,28.78,Blade,Guillotine,1.58,Category,Bladed,50.00,Color Scheme,Army Green,5.81,Defense,9,30.42,Energy Type,HyperLight,20.07,Handle,Caged,7.89,Pomel,Goldberg,9.00,Weapon Type,Axe,13.57,125.40192947656631,,,
8006,9361,42bf36c2fd7209d25ef99b7e15abf670,Attack,10,28.78,Blade,Vulture,3.15,Category,Bladed,50.00,Color Scheme,Carbon Fiber,5.28,Defense,7,7.57,Energy Type,HyperLight - Focused,15.74,Handle,Caged,7.89,Pomel,Link,9.40,Weapon Type,Knife,20.23,103.979063465156,,,
